id,url,bread_list,q,a_text
202,https://faq.nissay.co.jp/faq/show/202?site_domain=default,よくあるご質問 > ずっともっとサービス > サンクスマイル > サンクスマイルとは何ですか？,サンクスマイルとは何ですか？,さまざまな賞品との交換や寄付等に使える当社独自のポイントです。 ご契約内容の確認やお客様情報の登録等により貯めることができます。 サンクスマイルについて詳しくみる
203,https://faq.nissay.co.jp/faq/show/203?site_domain=default,よくあるご質問 > ずっともっとサービス > サンクスマイル > サンクスマイル数を確認したい。,サンクスマイル数を確認したい。,以下のいずれかで確認できます。 ご契約者さま専用サービスにログイン 年に一回郵送している「ご契約内容のお知らせ」 「ご契約者さま専用サービス」へログイン 【ご契約者さま専用サービスでの確認手順】 ○手順１ 「ログイン」をクリックしてください。 ○手順２ 「ご契約者さま専用サービス」にログインしてください。 ◆スマートフォンでも確認できます。 ○手順３ こちらでサンクスマイル数をご確認ください。
204,https://faq.nissay.co.jp/faq/show/204?site_domain=default,よくあるご質問 > ずっともっとサービス > サンクスマイル > サンクスマイルを貯めたい。,サンクスマイルを貯めたい。,ご契約内容を確認する等の方法で貯めることができます。 詳しくは、以下をご確認ください。 サンクスマイルを貯める
205,https://faq.nissay.co.jp/faq/show/205?site_domain=default,よくあるご質問 > ずっともっとサービス > サンクスマイル > サンクスマイルと交換できる賞品は何ですか？,サンクスマイルと交換できる賞品は何ですか？,詳しくは、以下をご確認ください。 サンクスマイルを使う
206,https://faq.nissay.co.jp/faq/show/206?site_domain=default,よくあるご質問 > ずっともっとサービス > サンクスマイル > サンクスマイルと交換した賞品はいつ届きますか？,サンクスマイルと交換した賞品はいつ届きますか？,申込日・申込賞品等により取扱いが異なります。詳細は以下をご確認ください。 ①2022年4月1日（金）以降にお申込みの場合 【冊子カタログギフトに交換】 当社ホームページによるお申込みは、お届けまで1週間～10日程度かかります。当社にご登録いただいている住所に賞品を配送します。（ただし、日本国内のご住所に限ります。） また、担当者の携帯端末・申込書によるお申込みは、お届けまで1カ月以上かかります。原則、担当者が当社にご登録いただいている住所に賞品をお届けします。ご了承ください。 【JALのマイル・ANAのマイルに交換】 賞品のお届けはありません。マイル交換完了までに、約1～2カ月かかります。なお、マイル交換後の取扱いは、JAL・ANA各社のホームページにてご確認ください。 ②2022年3月31日（木）以前にお申込みの場合 【500マイル賞品・冊子カタログギフトに交換】 お届けまで1カ月以上かかります。原則、担当者が当社にご登録いただいている住所に賞品をお届けします。ご了承ください。 【JALのマイル・ANAのマイルに交換した場合】 賞品のお届けはありません。マイル交換完了までに、約1～2カ月かかります。なお、マイル交換後の取扱いは、JAL・ANA各社のホームページにてご確認ください。
207,https://faq.nissay.co.jp/faq/show/207?site_domain=default,よくあるご質問 > ずっともっとサービス > サンクスマイル > サンクスマイルを交換しましたが、取消しできますか？,サンクスマイルを交換しましたが、取消しできますか？,一度交換したサンクスマイルを元に戻すことはできません。 ご了承ください。
208,https://faq.nissay.co.jp/faq/show/208?site_domain=default,よくあるご質問 > ずっともっとサービス > サンクスマイル > 海外からでもサンクスマイルの交換はできますか？,海外からでもサンクスマイルの交換はできますか？,海外からも申込みは可能です。 ただし、賞品のお届けは国内住所に限ります。
209,https://faq.nissay.co.jp/faq/show/209?site_domain=default,よくあるご質問 > ずっともっとサービス > ハッピープレゼント > ハッピープレゼントとは何ですか？,ハッピープレゼントとは何ですか？,契約者ご本人とご家族のライフイベント等を当社に連絡されますと、プレゼントを受取れます。 ■対象となるライフイベント等 ・ご契約者とご家族の 　ご就職・ご結婚・ご誕生※・小学校ご入学・中学校ご入学・還暦　 ・ご契約者の　 　更新・満期・払込満了 　※お子さまが生まれた時のことであり、お誕生日ではありません。 ■「ご家族」の範囲 　・配偶者様 　・お子さま 　・お孫さま 　 詳しくは、以下をご確認ください。 ハッピープレゼントメニュー
210,https://faq.nissay.co.jp/faq/show/210?site_domain=default,よくあるご質問 > ずっともっとサービス > ハッピープレゼント > ハッピープレゼントは何がもらえますか？,ハッピープレゼントは何がもらえますか？,選べる賞品、申込方法等、ハッピープレゼントの詳細は以下をご確認ください。 ハッピープレゼントメニュー
211,https://faq.nissay.co.jp/faq/show/211?site_domain=default,よくあるご質問 > ずっともっとサービス > ハッピープレゼント > ハッピープレゼントメニューではどのようなライフイベントが対象となりますか？,ハッピープレゼントメニューではどのようなライフイベントが対象となりますか？,以下のライフイベント等を当社に連絡されますと、プレゼントを受取れます。 ■対象となるライフイベント等 ・ご契約者とご家族の 　ご就職・ご結婚・ご誕生※・小学校ご入学・中学校ご入学・還暦　 ・ご契約者の　 　更新・満期・払込満了 　※お子さまが生まれた時のことであり、お誕生日ではありません。 ■「ご家族」の範囲 　・配偶者様 　・お子さま 　・お孫さま 　 詳しくは、以下をご確認ください。 ハッピープレゼントメニュー
212,https://faq.nissay.co.jp/faq/show/212?site_domain=default,よくあるご質問 > ずっともっとサービス > ハッピープレゼント > ハッピープレゼントメニューを申込むのにサンクスマイルは必要ですか？,ハッピープレゼントメニューを申込むのにサンクスマイルは必要ですか？,ハッピープレゼントの申込みにはサンクスマイルは必要ありません。 ハッピープレゼントメニュー
213,https://faq.nissay.co.jp/faq/show/213?site_domain=default,よくあるご質問 > ずっともっとサービス > プレミアムチャンス > プレミアムチャンスとは何ですか？,プレミアムチャンスとは何ですか？,抽選で豪華賞品が当たります。応募には、サンクスマイル10マイルが必要です。 プレミアムチャンスメニュー
214,https://faq.nissay.co.jp/faq/show/214?site_domain=default,よくあるご質問 > ずっともっとサービス > プレミアムチャンス > プレミアムチャンスは、一度に複数口の応募はできますか？,プレミアムチャンスは、一度に複数口の応募はできますか？,一度に複数口の応募はできません。ご了承ください。 （異なる応募回であれば、何回でも応募できます。）
215,https://faq.nissay.co.jp/faq/show/215?site_domain=default,よくあるご質問 > ずっともっとサービス > プレミアムチャンス > プレミアムチャンスにはずれた場合、10マイルは返却されますか？,プレミアムチャンスにはずれた場合、10マイルは返却されますか？,10マイルはお返しできません。ご了承ください。
216,https://faq.nissay.co.jp/faq/show/216?site_domain=default,よくあるご質問 > ずっともっとサービス > ハートフルサポートメニュー > ハートフルサポートメニューとは何ですか？,ハートフルサポートメニューとは何ですか？,ずっともっとサービスの1つで、健康相談・介護相談・人間ドック割引・郵送検査優待（サリバチェッカー・おうちでドック）・スポーツクラブ利用・健康応援企業特別割引等の特典が受けられます。（サンクスマイルは必要ありません。） ハートフルサポートメニュー
325,https://faq.nissay.co.jp/faq/show/325?site_domain=default,よくあるご質問 > ご契約者さま専用サービス > ログイン > 「契約番号（証券記号番号）」 ・ 「証書記号番号」とは何ですか？,「契約番号（証券記号番号）」 ・ 「証書記号番号」とは何ですか？,契約番号（証券記号番号） 　　　　　契約番号（証券記号番号）は、ご契約単位に付与する番号です。「契約内容通 　　　　　知書」や年に1回送付している「ご契約内容のお知らせ」にてご確認ください。 　　　　　（「3桁＋1～7桁」の番号です。） 証書記号番号 　　　　　証書記号番号は、保険証書発行時に付与する番号です。年に1回送付している 　　　　　「ご契約内容のお知らせ」にてご確認ください。（「3桁＋1～7桁＋2桁」の番 　　　　　号です。）
